"","note","id","sample.size","sex","category","subcategory","unit","group_name","build","author","year","population","trait","pmid","ontology","rawfile","filename","outfile","nsnp","delimiter","header","mr","chr_col","snp_col","pos_col","ea_col","oa_col","ncontrol_col","beta_col","se_col","pval_col"
"110","name=Ciliary neurotrophic factor receptor subunit alpha; chr=9; start=34551432; end=34590140; entrez=1271; uniprot=P26992","prot-c-2711_6_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","CNTFR alpha",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2711-6_2_one.out.merged.h.tsv.gz","prot-c-2711_6_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2711_6_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"111","name=Endothelial monocyte-activating polypeptide 2; chr=4; start=106315544; end=106349226; entrez=9255; uniprot=Q12904","prot-c-2714_78_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","EMAP-2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2714-78_2_one.out.merged.h.tsv.gz","prot-c-2714_78_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2714_78_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"112","name=Erythropoietin receptor; chr=19; start=11377205; end=11384342; entrez=2057; uniprot=P19235","prot-c-2715_25_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","EPO-R",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2715-25_2_one.out.merged.h.tsv.gz","prot-c-2715_25_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2715_25_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"113","name=Granulocyte colony-stimulating factor receptor; chr=1; start=36466043; end=36483278; entrez=1441; uniprot=Q99062","prot-c-2719_3_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","G-CSF-R",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2719-3_4_one.out.merged.h.tsv.gz","prot-c-2719_3_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2719_3_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"114","name=Interleukin-37; chr=2; start=112912971; end=112918882; entrez=27178; uniprot=Q9NZH6","prot-c-2723_9_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-1F7",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2723-9_2_one.out.merged.h.tsv.gz","prot-c-2723_9_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2723_9_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"115","name=Laminin; chr=1|18|7; start=183023460|6941744|107923799; end=183145592|7117814|108003255; entrez=284217|3912|3915; uniprot=P25391|P07942|P11047","prot-c-2728_62_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Laminin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2728-62_2_one.out.merged.h.tsv.gz","prot-c-2728_62_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2728_62_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"116","name=MHC class I polypeptide-related sequence A; chr=6; start=31389818; end=31459233; entrez=4276; uniprot=Q29983","prot-c-2730_58_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MICA",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2730-58_2_one.out.merged.h.tsv.gz","prot-c-2730_58_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2730_58_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"117","name=NADPH--cytochrome P450 reductase; chr=7; start=75899200; end=75986855; entrez=5447; uniprot=P16435","prot-c-2731_29_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NADPH-P450 Oxidoreductase",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2731-29_2_one.out.merged.h.tsv.gz","prot-c-2731_29_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2731_29_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"118","name=Homeobox protein NANOG; chr=12; start=7787794; end=7799141; entrez=79923; uniprot=Q9H9S0","prot-c-2732_58_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NANOG",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2732-58_3_one.out.merged.h.tsv.gz","prot-c-2732_58_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2732_58_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"119","name=Natural cytotoxicity triggering receptor 2; chr=6; start=41335655; end=41350887; entrez=9436; uniprot=O95944","prot-c-2734_49_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NKp44",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2734-49_4_one.out.merged.h.tsv.gz","prot-c-2734_49_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2734_49_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"120","name=Protein NOV homolog; chr=8; start=119416306; end=119424353; entrez=4856; uniprot=P48745","prot-c-2737_22_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NovH",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2737-22_2_one.out.merged.h.tsv.gz","prot-c-2737_22_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2737_22_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"121","name=Sialic acid-binding Ig-like lectin 6; chr=19; start=51519525; end=51531856; entrez=946; uniprot=O43699","prot-c-2741_22_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Siglec-6",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2741-22_2_one.out.merged.h.tsv.gz","prot-c-2741_22_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2741_22_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"122","name=Sialic acid-binding Ig-like lectin 7; chr=19; start=51142299; end=51153526; entrez=27036; uniprot=Q9Y286","prot-c-2742_68_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Siglec-7",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2742-68_2_one.out.merged.h.tsv.gz","prot-c-2742_68_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2742_68_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"123","name=Sonic hedgehog protein; chr=7; start=155799986; end=155812273; entrez=6469; uniprot=Q15465","prot-c-2743_5_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Sonic Hedgehog",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2743-5_2_one.out.merged.h.tsv.gz","prot-c-2743_5_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2743_5_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"124","name=Cytokine receptor-like factor 2; chr=X; start=1187549; end=1212750; entrez=64109; uniprot=Q9HC73","prot-c-2746_56_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","TSLP R",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2746-56_1_one.out.merged.h.tsv.gz","prot-c-2746_56_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2746_56_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"125","name=NKG2D ligand 3; chr=6; start=150063150; end=150069095; entrez=79465; uniprot=Q9BZM4","prot-c-2747_3_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ULBP-3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2747-3_2_one.out.merged.h.tsv.gz","prot-c-2747_3_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2747_3_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"126","name=Inhibin beta A chain; chr=7; start=41685114; end=41703108; entrez=3624; uniprot=P08476","prot-c-2748_3_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Activin A",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2748-3_2_one.out.merged.h.tsv.gz","prot-c-2748_3_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2748_3_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"127","name=Azurocidin; chr=19; start=825097; end=832018; entrez=566; uniprot=P20160","prot-c-2751_16_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Azurocidin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2751-16_2_one.out.merged.h.tsv.gz","prot-c-2751_16_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2751_16_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"128","name=Growth/differentiation factor 5; chr=20; start=35433347; end=35454746; entrez=8200; uniprot=P43026","prot-c-2752_62_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","BMP-14",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2752-62_2_one.out.merged.h.tsv.gz","prot-c-2752_62_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2752_62_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"129","name=Complement C1q subcomponent; chr=1; start=22636506; end=22661538; entrez=712|713|714; uniprot=P02745|P02746|P02747","prot-c-2753_2_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","C1q",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2753-2_2_one.out.merged.h.tsv.gz","prot-c-2753_2_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2753_2_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"130","name=Complement C3; chr=19; start=6677704; end=6730562; entrez=718; uniprot=P01024","prot-c-2754_50_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","C3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2754-50_2_one.out.merged.h.tsv.gz","prot-c-2754_50_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2754_50_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"131","name=C3a anaphylatoxin des Arginine; chr=19; start=6677704; end=6730562; entrez=718; uniprot=P01024","prot-c-2755_8_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","C3adesArg",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2755-8_2_one.out.merged.h.tsv.gz","prot-c-2755_8_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2755_8_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"132","name=Protein FAM107A; chr=3; start=58564117; end=58627610; entrez=11170; uniprot=O95990","prot-c-2760_2_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","DRR1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2760-2_2_one.out.merged.h.tsv.gz","prot-c-2760_2_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2760_2_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"133","name=Fibroblast growth factor 18; chr=5; start=171419656; end=171457623; entrez=8817; uniprot=O76093","prot-c-2761_49_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","FGF-18",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2761-49_2_one.out.merged.h.tsv.gz","prot-c-2761_49_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2761_49_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"134","name=Fibroblast growth factor 19; chr=11; start=69698232; end=69704642; entrez=9965; uniprot=O95750","prot-c-2762_30_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","FGF-19",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2762-30_2_one.out.merged.h.tsv.gz","prot-c-2762_30_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2762_30_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"135","name=Fibroblast growth factor 20; chr=8; start=16992169; end=17002181; entrez=26281; uniprot=Q9NP95","prot-c-2763_66_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","FGF-20",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2763-66_2_one.out.merged.h.tsv.gz","prot-c-2763_66_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2763_66_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"136","name=Fibroblast growth factor 9; chr=13; start=21671383; end=21704498; entrez=2254; uniprot=P31371","prot-c-2764_20_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","FGF9",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2764-20_2_one.out.merged.h.tsv.gz","prot-c-2764_20_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2764_20_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"137","name=Growth/differentiation factor 11; chr=12; start=55743280; end=55757278; entrez=10220; uniprot=O95390","prot-c-2765_4_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","GDF-11",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2765-4_3_one.out.merged.h.tsv.gz","prot-c-2765_4_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2765_4_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"138","name=Hemopexin; chr=11; start=6431049; end=6442617; entrez=3263; uniprot=P02790","prot-c-2768_56_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Hemopexin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2768-56_2_one.out.merged.h.tsv.gz","prot-c-2768_56_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2768_56_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"139","name=Protein Rev_HV2BE; chr=NA; start=NA; end=NA; entrez=1724716; uniprot=P18093","prot-c-2769_3_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","HIV-2 Rev",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2769-3_2_one.out.merged.h.tsv.gz","prot-c-2769_3_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2769_3_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"140","name=C-C motif chemokine 1; chr=17; start=34360328; end=34363231; entrez=6346; uniprot=P22362","prot-c-2770_51_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","I-309",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2770-51_2_one.out.merged.h.tsv.gz","prot-c-2770_51_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2770_51_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"141","name=Insulin-like growth factor-binding protein 1; chr=7; start=45888357; end=45893668; entrez=3484; uniprot=P08833","prot-c-2771_35_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IGFBP-1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2771-35_2_one.out.merged.h.tsv.gz","prot-c-2771_35_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2771_35_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"142","name=Interleukin-10; chr=1; start=206767602; end=206772494; entrez=3586; uniprot=P22301","prot-c-2773_50_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-10",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2773-50_2_one.out.merged.h.tsv.gz","prot-c-2773_50_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2773_50_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"143","name=Interleukin-16; chr=15; start=81159575; end=81314058; entrez=3603; uniprot=Q14005","prot-c-2774_10_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-16",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2774-10_3_one.out.merged.h.tsv.gz","prot-c-2774_10_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2774_10_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"144","name=Interleukin-17F; chr=6; start=52236681; end=52244537; entrez=112744; uniprot=Q96PD4","prot-c-2775_54_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-17F",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2775-54_2_one.out.merged.h.tsv.gz","prot-c-2775_54_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2775_54_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"145","name=Interleukin-22; chr=12; start=68248242; end=68253607; entrez=50616; uniprot=Q9GZX6","prot-c-2778_10_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-22",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2778-10_2_one.out.merged.h.tsv.gz","prot-c-2778_10_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2778_10_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"146","name=Lactotransferrin; chr=3; start=46435645; end=46485234; entrez=4057; uniprot=P02788","prot-c-2780_35_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Lactoferrin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2780-35_2_one.out.merged.h.tsv.gz","prot-c-2780_35_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2780_35_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"147","name=C-C motif chemokine 4-like; chr=17; start=36210924; end=36314484; entrez=388372; uniprot=Q8NHW4","prot-c-2781_63_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","LAG-1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2781-63_2_one.out.merged.h.tsv.gz","prot-c-2781_63_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2781_63_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"148","name=C-C motif chemokine 3-like 1; chr=17; start=36194869; end=36298368; entrez=414062; uniprot=P16619","prot-c-2783_18_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","LD78-beta",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2783-18_2_one.out.merged.h.tsv.gz","prot-c-2783_18_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2783_18_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"149","name=C-C motif chemokine 8; chr=17; start=34319036; end=34321402; entrez=6355; uniprot=P80075","prot-c-2785_15_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MCP-2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2785-15_2_one.out.merged.h.tsv.gz","prot-c-2785_15_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2785_15_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"150","name=Stromelysin-1; chr=11; start=102835801; end=102843803; entrez=4314; uniprot=P08254","prot-c-2788_55_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MMP-3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2788-55_1_one.out.merged.h.tsv.gz","prot-c-2788_55_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2788_55_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"151","name=Matrilysin; chr=11; start=102520508; end=102530753; entrez=4316; uniprot=P09237","prot-c-2789_26_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MMP-7",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2789-26_2_one.out.merged.h.tsv.gz","prot-c-2789_26_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2789_26_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"152","name=Neutrophil-activating peptide 2; chr=4; start=73987038; end=73988197; entrez=5473; uniprot=P02775","prot-c-2790_54_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NAP-2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2790-54_2_one.out.merged.h.tsv.gz","prot-c-2790_54_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2790_54_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"153","name=Superoxide dismutase [Cu-Zn]; chr=21; start=31659622; end=31668931; entrez=6647; uniprot=P00441","prot-c-2794_60_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","SOD",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2794-60_2_one.out.merged.h.tsv.gz","prot-c-2794_60_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2794_60_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"154","name=Alkaline phosphatase, tissue-nonspecific isozyme; chr=1; start=21509372; end=21578412; entrez=249; uniprot=P05186","prot-c-2795_23_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Alkaline phosphatase, bone",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2795-23_3_one.out.merged.h.tsv.gz","prot-c-2795_23_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2795_23_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"155","name=Fibrinogen; chr=4; start=154562956; end=154612967; entrez=2243|2244|2266; uniprot=P02671|P02675|P02679","prot-c-2796_62_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Fibrinogen",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2796-62_2_one.out.merged.h.tsv.gz","prot-c-2796_62_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2796_62_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
